year,round,country,bookmaker,odds
2017,final,NL,BETFAIR*EXCHANGE,350
2017,final,NL,BETFAIRSPORT,151
2017,final,NL,BETFRED,101
2017,final,NL,BETSSON,150
2017,final,NL,BETSTARS,101
2017,final,NL,BETWAY,101
2017,final,NL,BOYLESPORTS,101
2017,final,NL,BWIN,67
2017,final,NL,CORAL,201
2017,final,NL,DANSKESPIL,75
2017,final,NL,LADBROKES,201
2017,final,NL,PADDYPOWER,151
2017,final,NL,SKYBET,151
2017,final,NL,SPORTINGBET,201
2017,final,NL,UNIBET,41
2017,final,NL,WILLIAMHILL,101
2017,final,NO,10BET,201
2017,final,NO,BET365,101
2017,final,NO,BETFAIR*EXCHANGE,310
2017,final,NO,BETFAIRSPORT,101
2017,final,NO,BETFRED,101
2017,final,NO,BETSSON,70
2017,final,NO,BETSTARS,76
2017,final,NO,BETWAY,101
2017,final,NO,BOYLESPORTS,101
2017,final,NO,BWIN,101
2017,final,NO,CORAL,151
2017,final,NO,DANSKESPIL,75
2017,final,NO,LADBROKES,151
2017,final,NO,PADDYPOWER,101
2017,final,NO,SKYBET,151
2017,final,NO,SPORTINGBET,101
2017,final,NO,UNIBET,67
2017,final,NO,WILLIAMHILL,151
2017,final,PL,10BET,201
2017,final,PL,BET365,401
2017,final,PL,BETFAIR*EXCHANGE,640
2017,final,PL,BETFAIRSPORT,301
2017,final,PL,BETFRED,101
2017,final,PL,BETSSON,250
2017,final,PL,BETSTARS,151
2017,final,PL,BETWAY,251
2017,final,PL,BOYLESPORTS,201
2017,final,PL,BWIN,101
2017,final,PL,CORAL,201
2017,final,PL,DANSKESPIL,350
2017,final,PL,LADBROKES,201
2017,final,PL,PADDYPOWER,301
2017,final,PL,SKYBET,201
2017,final,PL,SPORTINGBET,301
2017,final,PL,UNIBET,301
2017,final,PL,WILLIAMHILL,101
2017,final,PT,10BET,2.6
2017,final,PT,BET365,2.62
2017,final,PT,BETFAIR*EXCHANGE,3.05
2017,final,PT,BETFAIRSPORT,2.87
2017,final,PT,BETFRED,3
2017,final,PT,BETSSON,2.4
2017,final,PT,BETSTARS,2.38
2017,final,PT,BETWAY,2.75
2017,final,PT,BOYLESPORTS,3.1
2017,final,PT,BWIN,2.9
2017,final,PT,CORAL,2.75
2017,final,PT,DANSKESPIL,2.9
2017,final,PT,LADBROKES,2.75
2017,final,PT,PADDYPOWER,2.87
2017,final,PT,SKYBET,2.63
2017,final,PT,SPORTINGBET,2.4
2017,final,PT,UNIBET,2.91
2017,final,PT,WILLIAMHILL,2.75
2017,final,RO,10BET,34
2017,final,RO,BET365,19
2017,final,RO,BETFAIR*EXCHANGE,23
2017,final,RO,BETFAIRSPORT,15
2017,final,RO,BETFRED,13
2017,final,RO,BETSSON,20
2017,final,RO,BETSTARS,26
2017,final,RO,BETWAY,17
2017,final,RO,BOYLESPORTS,17
2017,final,RO,BWIN,26
2017,final,RO,CORAL,17
2017,final,RO,DANSKESPIL,18
2017,final,RO,LADBROKES,17
2017,final,RO,PADDYPOWER,15
2017,final,RO,SKYBET,17
2017,final,RO,SPORTINGBET,17
2017,final,RO,UNIBET,19
2017,final,RO,WILLIAMHILL,26
2017,final,SE,10BET,26
2017,final,SE,BET365,26
2017,final,SE,BETFAIR*EXCHANGE,36
2017,final,SE,BETFAIRSPORT,17
2017,final,SE,BETFRED,21
2017,final,SE,BETSSON,30
2017,final,SE,BETSTARS,31
2017,final,SE,BETWAY,26
2017,final,SE,BOYLESPORTS,17
2017,final,SE,BWIN,26
2017,final,SE,CORAL,17
2017,final,SE,DANSKESPIL,22
2017,final,SE,LADBROKES,17
2017,final,SE,PADDYPOWER,17
2017,final,SE,SKYBET,26
2017,final,SE,SPORTINGBET,26
2017,final,SE,UNIBET,26
2017,final,SE,WILLIAMHILL,21
2017,final,UA,10BET,251
2017,final,UA,BET365,751
2017,final,UA,BETFAIR*EXCHANGE,700
2017,final,UA,BETFAIRSPORT,301
2017,final,UA,BETFRED,101
2017,final,UA,BETSSON,400
2017,final,UA,BETSTARS,201
2017,final,UA,BETWAY,201
2017,final,UA,BOYLESPORTS,501
2017,final,UA,BWIN,101
2017,final,UA,CORAL,301
2017,final,UA,DANSKESPIL,400
2017,final,UA,LADBROKES,301
2017,final,UA,PADDYPOWER,301
2017,final,UA,SKYBET,301
2017,final,UA,SPORTINGBET,201
2017,final,UA,UNIBET,501
2017,final,UA,WILLIAMHILL,201
2017,semi-final-1,AL,10BET,6
2017,semi-final-1,AL,BET365,9
2017,semi-final-1,AL,BETFAIR*EXCHANGE,9
2017,semi-final-1,AL,BETFAIRSPORT,11
2017,semi-final-1,AL,BETFRED,9
2017,semi-final-1,AL,BETSSON,8
2017,semi-final-1,AL,BETSTARS,10
2017,semi-final-1,AL,BETWAY,9
2017,semi-final-1,AL,BOYLESPORTS,10
2017,semi-final-1,AL,BWIN,8
2017,semi-final-1,AL,PADDYPOWER,11
2017,semi-final-1,AL,SKYBET,10
2017,semi-final-1,AL,SPORTINGBET,6
2017,semi-final-1,AL,UNIBET,7.5
2017,semi-final-1,AL,WILLIAMHILL,7
2017,semi-final-1,AM,10BET,1.02
2017,semi-final-1,AM,BET365,1.01
2017,semi-final-1,AM,BETFAIR*EXCHANGE,1.03
2017,semi-final-1,AM,BETFAIRSPORT,1.01
2017,semi-final-1,AM,BETFRED,1.01
2017,semi-final-1,AM,BETSSON,1.02
2017,semi-final-1,AM,BETSTARS,1.03
2017,semi-final-1,AM,BETWAY,1.01
2017,semi-final-1,AM,BOYLESPORTS,1.02
2017,semi-final-1,AM,BWIN,1.03
2017,semi-final-1,AM,PADDYPOWER,1.01
2017,semi-final-1,AM,SKYBET,1.01
2017,semi-final-1,AM,SPORTINGBET,1.03
2017,semi-final-1,AM,UNIBET,1.02
2017,semi-final-1,AM,WILLIAMHILL,1.02
2017,semi-final-1,AU,10BET,1.22
2017,semi-final-1,AU,BET365,1.4
2017,semi-final-1,AU,BETFAIR*EXCHANGE,1.44
2017,semi-final-1,AU,BETFAIRSPORT,1.36
2017,semi-final-1,AU,BETFRED,1.44
2017,semi-final-1,AU,BETSSON,1.4
2017,semi-final-1,AU,BETSTARS,1.44
2017,semi-final-1,AU,BETWAY,1.4
2017,semi-final-1,AU,BOYLESPORTS,1.36
2017,semi-final-1,AU,BWIN,1.4
2017,semi-final-1,AU,PADDYPOWER,1.36
2017,semi-final-1,AU,SKYBET,1.4
2017,semi-final-1,AU,SPORTINGBET,1.4
2017,semi-final-1,AU,UNIBET,1.45
2017,semi-final-1,AU,WILLIAMHILL,1.25
2017,semi-final-1,AZ,10BET,1.08
2017,semi-final-1,AZ,BET365,1.2
2017,semi-final-1,AZ,BETFAIR*EXCHANGE,1.23
2017,semi-final-1,AZ,BETFAIRSPORT,1.12
2017,semi-final-1,AZ,BETFRED,1.14
2017,semi-final-1,AZ,BETSSON,1.09
2017,semi-final-1,AZ,BETSTARS,1.15
2017,semi-final-1,AZ,BETWAY,1.17
2017,semi-final-1,AZ,BOYLESPORTS,1.17
2017,semi-final-1,AZ,BWIN,1.15
2017,semi-final-1,AZ,PADDYPOWER,1.12
2017,semi-final-1,AZ,SKYBET,1.14
2017,semi-final-1,AZ,SPORTINGBET,1.15
2017,semi-final-1,AZ,UNIBET,1.11
2017,semi-final-1,AZ,WILLIAMHILL,1.08
2017,semi-final-1,BE,10BET,1.33
2017,semi-final-1,BE,BET365,1.2
2017,semi-final-1,BE,BETFAIR*EXCHANGE,1.24
2017,semi-final-1,BE,BETFAIRSPORT,1.12
2017,semi-final-1,BE,BETFRED,1.29
2017,semi-final-1,BE,BETSSON,1.21
2017,semi-final-1,BE,BETSTARS,1.18
2017,semi-final-1,BE,BETWAY,1.2
2017,semi-final-1,BE,BOYLESPORTS,1.17
2017,semi-final-1,BE,BWIN,1.2
2017,semi-final-1,BE,PADDYPOWER,1.12
2017,semi-final-1,BE,SKYBET,1.17
2017,semi-final-1,BE,SPORTINGBET,1.25
2017,semi-final-1,BE,UNIBET,1.2
2017,semi-final-1,BE,WILLIAMHILL,1.33
2017,semi-final-1,CY,10BET,1.44
2017,semi-final-1,CY,BET365,1.5
2017,semi-final-1,CY,BETFAIR*EXCHANGE,1.54
2017,semi-final-1,CY,BETFAIRSPORT,1.44
2017,semi-final-1,CY,BETFRED,1.44
2017,semi-final-1,CY,BETSSON,1.45
2017,semi-final-1,CY,BETSTARS,1.53
2017,semi-final-1,CY,BETWAY,1.44
2017,semi-final-1,CY,BOYLESPORTS,1.4
2017,semi-final-1,CY,BWIN,1.45
2017,semi-final-1,CY,PADDYPOWER,1.44
2017,semi-final-1,CY,SKYBET,1.4
2017,semi-final-1,CY,SPORTINGBET,1.5
2017,semi-final-1,CY,UNIBET,1.6
2017,semi-final-1,CY,WILLIAMHILL,1.44
2017,semi-final-1,CZ,10BET,10
2017,semi-final-1,CZ,BET365,15
2017,semi-final-1,CZ,BETFAIR*EXCHANGE,16
2017,semi-final-1,CZ,BETFAIRSPORT,11
2017,semi-final-1,CZ,BETFRED,7
2017,semi-final-1,CZ,BETSSON,11
2017,semi-final-1,CZ,BETSTARS,12
2017,semi-final-1,CZ,BETWAY,8
2017,semi-final-1,CZ,BOYLESPORTS,13
2017,semi-final-1,CZ,BWIN,11
2017,semi-final-1,CZ,PADDYPOWER,11
2017,semi-final-1,CZ,SKYBET,15
2017,semi-final-1,CZ,SPORTINGBET,12
2017,semi-final-1,CZ,UNIBET,12
2017,semi-final-1,CZ,WILLIAMHILL,13
2017,semi-final-1,FI,10BET,1.22
2017,semi-final-1,FI,BET365,1.28
2017,semi-final-1,FI,BETFAIR*EXCHANGE,1.37
2017,semi-final-1,FI,BETFAIRSPORT,1.16
2017,semi-final-1,FI,BETFRED,1.33
2017,semi-final-1,FI,BETSSON,1.25
2017,semi-final-1,FI,BETSTARS,1.3
2017,semi-final-1,FI,BETWAY,1.2
2017,semi-final-1,FI,BOYLESPORTS,1.17
2017,semi-final-1,FI,BWIN,1.28
2017,semi-final-1,FI,PADDYPOWER,1.16
2017,semi-final-1,FI,SKYBET,1.25
2017,semi-final-1,FI,SPORTINGBET,1.22
2017,semi-final-1,FI,UNIBET,1.27
2017,semi-final-1,FI,WILLIAMHILL,1.2
2017,semi-final-1,GE,10BET,3.2
2017,semi-final-1,GE,BET365,3.75
2017,semi-final-1,GE,BETFAIR*EXCHANGE,3.85
2017,semi-final-1,GE,BETFAIRSPORT,3.5
2017,semi-final-1,GE,BETFRED,4
2017,semi-final-1,GE,BETSSON,3.2
2017,semi-final-1,GE,BETSTARS,3.2
2017,semi-final-1,GE,BETWAY,4
2017,semi-final-1,GE,BOYLESPORTS,4
2017,semi-final-1,GE,BWIN,3.2
2017,semi-final-1,GE,PADDYPOWER,3.5
2017,semi-final-1,GE,SKYBET,3.75
2017,semi-final-1,GE,SPORTINGBET,2.95
2017,semi-final-1,GE,UNIBET,3.3
2017,semi-final-1,GE,WILLIAMHILL,3.5
2017,semi-final-1,GR,10BET,1.2
2017,semi-final-1,GR,BET365,1.2
2017,semi-final-1,GR,BETFAIR*EXCHANGE,1.27
2017,semi-final-1,GR,BETFAIRSPORT,1.2
2017,semi-final-1,GR,BETFRED,1.25
2017,semi-final-1,GR,BETSSON,1.16
2017,semi-final-1,GR,BETSTARS,1.22
2017,semi-final-1,GR,BETWAY,1.2
2017,semi-final-1,GR,BOYLESPORTS,1.17
2017,semi-final-1,GR,BWIN,1.2
2017,semi-final-1,GR,PADDYPOWER,1.2
2017,semi-final-1,GR,SKYBET,1.2
2017,semi-final-1,GR,SPORTINGBET,1.18
2017,semi-final-1,GR,UNIBET,1.19
2017,semi-final-1,GR,WILLIAMHILL,1.17
2017,semi-final-1,IS,10BET,4
2017,semi-final-1,IS,BET365,4.5
2017,semi-final-1,IS,BETFAIR*EXCHANGE,5.2
2017,semi-final-1,IS,BETFAIRSPORT,4
2017,semi-final-1,IS,BETFRED,4
2017,semi-final-1,IS,BETSSON,3.55
2017,semi-final-1,IS,BETSTARS,3.5
2017,semi-final-1,IS,BETWAY,5
2017,semi-final-1,IS,BOYLESPORTS,5
2017,semi-final-1,IS,BWIN,4
2017,semi-final-1,IS,PADDYPOWER,4
2017,semi-final-1,IS,SKYBET,4.5
2017,semi-final-1,IS,SPORTINGBET,4
2017,semi-final-1,IS,UNIBET,4.5
2017,semi-final-1,IS,WILLIAMHILL,4.5
2017,semi-final-1,LV,10BET,2
2017,semi-final-1,LV,BET365,2.75
2017,semi-final-1,LV,BETFAIR*EXCHANGE,2.88
2017,semi-final-1,LV,BETFAIRSPORT,2.75
2017,semi-final-1,LV,BETFRED,2.75
2017,semi-final-1,LV,BETSSON,2.55
2017,semi-final-1,LV,BETSTARS,2.4
2017,semi-final-1,LV,BETWAY,2.75
2017,semi-final-1,LV,BOYLESPORTS,2.25
2017,semi-final-1,LV,BWIN,2.7
2017,semi-final-1,LV,PADDYPOWER,2.75
2017,semi-final-1,LV,SKYBET,2.63
2017,semi-final-1,LV,SPORTINGBET,2.55
2017,semi-final-1,LV,UNIBET,3
2017,semi-final-1,LV,WILLIAMHILL,2.1
2017,semi-final-1,MD,10BET,1.25
2017,semi-final-1,MD,BET365,1.16
2017,semi-final-1,MD,BETFAIR*EXCHANGE,1.19
2017,semi-final-1,MD,BETFAIRSPORT,1.16
2017,semi-final-1,MD,BETFRED,1.2
2017,semi-final-1,MD,BETSSON,1.2
2017,semi-final-1,MD,BETSTARS,1.15
2017,semi-final-1,MD,BETWAY,1.17
2017,semi-final-1,MD,BOYLESPORTS,1.2
2017,semi-final-1,MD,BWIN,1.2
2017,semi-final-1,MD,PADDYPOWER,1.16
2017,semi-final-1,MD,SKYBET,1.17
2017,semi-final-1,MD,SPORTINGBET,1.2
2017,semi-final-1,MD,UNIBET,1.19
2017,semi-final-1,MD,WILLIAMHILL,1.25
2017,semi-final-1,ME,10BET,7
2017,semi-final-1,ME,BET365,6
2017,semi-final-1,ME,BETFAIR*EXCHANGE,8.4
2017,semi-final-1,ME,BETFAIRSPORT,7
2017,semi-final-1,ME,BETFRED,7
2017,semi-final-1,ME,BETSSON,6
2017,semi-final-1,ME,BETSTARS,7
2017,semi-final-1,ME,BETWAY,8
2017,semi-final-1,ME,BOYLESPORTS,6.5
2017,semi-final-1,ME,BWIN,4.75
2017,semi-final-1,ME,PADDYPOWER,7
2017,semi-final-1,ME,SKYBET,7.5
2017,semi-final-1,ME,SPORTINGBET,5
2017,semi-final-1,ME,UNIBET,7.6
2017,semi-final-1,ME,WILLIAMHILL,8
2017,semi-final-1,PL,10BET,1.67
2017,semi-final-1,PL,BET365,1.5
2017,semi-final-1,PL,BETFAIR*EXCHANGE,1.61
2017,semi-final-1,PL,BETFAIRSPORT,1.5
2017,semi-final-1,PL,BETFRED,1.57
2017,semi-final-1,PL,BETSSON,1.35
2017,semi-final-1,PL,BETSTARS,1.5
2017,semi-final-1,PL,BETWAY,1.5
2017,semi-final-1,PL,BOYLESPORTS,1.62
2017,semi-final-1,PL,BWIN,1.5
2017,semi-final-1,PL,PADDYPOWER,1.5
2017,semi-final-1,PL,SKYBET,1.5
2017,semi-final-1,PL,SPORTINGBET,1.5
2017,semi-final-1,PL,UNIBET,1.45
2017,semi-final-1,PL,WILLIAMHILL,1.67
2017,semi-final-1,PT,10BET,1.02
2017,semi-final-1,PT,BET365,1.02
2017,semi-final-1,PT,BETFAIR*EXCHANGE,1.03
2017,semi-final-1,PT,BETFAIRSPORT,1.01
2017,semi-final-1,PT,BETFRED,1.02
2017,semi-final-1,PT,BETSSON,1.02
2017,semi-final-1,PT,BETSTARS,1.03
2017,semi-final-1,PT,BETWAY,1.03
2017,semi-final-1,PT,BOYLESPORTS,1.02
2017,semi-final-1,PT,BWIN,1.03
2017,semi-final-1,PT,PADDYPOWER,1.01
2017,semi-final-1,PT,SKYBET,1.02
2017,semi-final-1,PT,SPORTINGBET,1.03
2017,semi-final-1,PT,UNIBET,1.04
2017,semi-final-1,PT,WILLIAMHILL,1.02
2017,semi-final-1,SE,10BET,1.02
2017,semi-final-1,SE,BET365,1.01
2017,semi-final-1,SE,BETFAIR*EXCHANGE,1.02
2017,semi-final-1,SE,BETFAIRSPORT,1.01
2017,semi-final-1,SE,BETFRED,1.02
2017,semi-final-1,SE,BETSSON,1.01
2017,semi-final-1,SE,BETSTARS,1.01
2017,semi-final-1,SE,BETWAY,1.01
2017,semi-final-1,SE,BOYLESPORTS,1.01
2017,semi-final-1,SE,BWIN,1.03
2017,semi-final-1,SE,PADDYPOWER,1.01
2017,semi-final-1,SE,SKYBET,1.01
2017,semi-final-1,SE,SPORTINGBET,1.05
2017,semi-final-1,SE,UNIBET,1.03
2017,semi-final-1,SE,WILLIAMHILL,1.02
2017,semi-final-1,SI,10BET,4.25
2017,semi-final-1,SI,BET365,4
2017,semi-final-1,SI,BETFAIR*EXCHANGE,4.5
2017,semi-final-1,SI,BETFAIRSPORT,4
2017,semi-final-1,SI,BETFRED,3.5
2017,semi-final-1,SI,BETSSON,4.1
2017,semi-final-1,SI,BETSTARS,4
2017,semi-final-1,SI,BETWAY,3.6
2017,semi-final-1,SI,BOYLESPORTS,4.5
2017,semi-final-1,SI,BWIN,3.8
2017,semi-final-1,SI,PADDYPOWER,4
2017,semi-final-1,SI,SKYBET,3.75
2017,semi-final-1,SI,SPORTINGBET,4.5
2017,semi-final-1,SI,UNIBET,4.5
2017,semi-final-1,SI,WILLIAMHILL,3
2017,semi-final-2,AT,10BET,1.4
2017,semi-final-2,AT,BET365,1.5
2017,semi-final-2,AT,BETFAIR*EXCHANGE,1.57
2017,semi-final-2,AT,BETFAIRSPORT,1.25
2017,semi-final-2,AT,BETFRED,1.36
2017,semi-final-2,AT,BETSSON,1.5
2017,semi-final-2,AT,BETSTARS,1.44
2017,semi-final-2,AT,BETWAY,1.5
2017,semi-final-2,AT,BOYLESPORTS,1.4
2017,semi-final-2,AT,BWIN,1.45
2017,semi-final-2,AT,PADDYPOWER,1.25
2017,semi-final-2,AT,SKYBET,1.44
2017,semi-final-2,AT,SPORTINGBET,1.45
2017,semi-final-2,AT,UNIBET,1.55
2017,semi-final-2,BG,10BET,1.01
2017,semi-final-2,BG,BET365,1.01
2017,semi-final-2,BG,BETFAIR*EXCHANGE,1
2017,semi-final-2,BG,BETFAIRSPORT,1.01
2017,semi-final-2,BG,BETFRED,1
2017,semi-final-2,BG,BETSSON,1
2017,semi-final-2,BG,BETSTARS,1
2017,semi-final-2,BG,BETWAY,1.01
2017,semi-final-2,BG,BOYLESPORTS,1.01
2017,semi-final-2,BG,BWIN,1.02
2017,semi-final-2,BG,PADDYPOWER,1.01
2017,semi-final-2,BG,SKYBET,1
2017,semi-final-2,BG,SPORTINGBET,1.01
2017,semi-final-2,BG,UNIBET,1.01
2017,semi-final-2,BY,10BET,1.5
2017,semi-final-2,BY,BET365,1.33
2017,semi-final-2,BY,BETFAIR*EXCHANGE,1.33
2017,semi-final-2,BY,BETFAIRSPORT,1.33
2017,semi-final-2,BY,BETFRED,1.33
2017,semi-final-2,BY,BETSSON,1.3
2017,semi-final-2,BY,BETSTARS,NA
2017,semi-final-2,BY,BETWAY,1.3
2017,semi-final-2,BY,BOYLESPORTS,1.4
2017,semi-final-2,BY,BWIN,1.45
2017,semi-final-2,BY,PADDYPOWER,1.33
2017,semi-final-2,BY,SKYBET,1.29
2017,semi-final-2,BY,SPORTINGBET,1.44
2017,semi-final-2,BY,UNIBET,1.3
2017,semi-final-2,CH,10BET,2.8
2017,semi-final-2,CH,BET365,2.75
2017,semi-final-2,CH,BETFAIR*EXCHANGE,2.7
2017,semi-final-2,CH,BETFAIRSPORT,3
2017,semi-final-2,CH,BETFRED,3
2017,semi-final-2,CH,BETSSON,2.5
2017,semi-final-2,CH,BETSTARS,2.5
2017,semi-final-2,CH,BETWAY,2.75
2017,semi-final-2,CH,BOYLESPORTS,3.25
2017,semi-final-2,CH,BWIN,2.7
2017,semi-final-2,CH,PADDYPOWER,3
2017,semi-final-2,CH,SKYBET,3
2017,semi-final-2,CH,SPORTINGBET,2.55
2017,semi-final-2,CH,UNIBET,3.2
2017,semi-final-2,DK,10BET,1.16
2017,semi-final-2,DK,BET365,1.12
2017,semi-final-2,DK,BETFAIR*EXCHANGE,1.12
2017,semi-final-2,DK,BETFAIRSPORT,1.1
2017,semi-final-2,DK,BETFRED,1.14
2017,semi-final-2,DK,BETSSON,1.14
2017,semi-final-2,DK,BETSTARS,1.07
2017,semi-final-2,DK,BETWAY,1.13
2017,semi-final-2,DK,BOYLESPORTS,1.13
2017,semi-final-2,DK,BWIN,1.2
2017,semi-final-2,DK,PADDYPOWER,1.1
2017,semi-final-2,DK,SKYBET,1.14
2017,semi-final-2,DK,SPORTINGBET,1.17
2017,semi-final-2,DK,UNIBET,1.1
2017,semi-final-2,EE,10BET,1.12
2017,semi-final-2,EE,BET365,1.33
2017,semi-final-2,EE,BETFAIR*EXCHANGE,1.36
2017,semi-final-2,EE,BETFAIRSPORT,1.11
2017,semi-final-2,EE,BETFRED,1.33
2017,semi-final-2,EE,BETSSON,1.3
2017,semi-final-2,EE,BETSTARS,1.33
2017,semi-final-2,EE,BETWAY,1.36
2017,semi-final-2,EE,BOYLESPORTS,1.17
2017,semi-final-2,EE,BWIN,1.4
2017,semi-final-2,EE,PADDYPOWER,1.11
2017,semi-final-2,EE,SKYBET,1.29
2017,semi-final-2,EE,SPORTINGBET,1.4
2017,semi-final-2,EE,UNIBET,1.38
2017,semi-final-2,HR,10BET,1.91
2017,semi-final-2,HR,BET365,1.4
2017,semi-final-2,HR,BETFAIR*EXCHANGE,1.47
2017,semi-final-2,HR,BETFAIRSPORT,1.33
2017,semi-final-2,HR,BETFRED,1.36
2017,semi-final-2,HR,BETSSON,1.35
2017,semi-final-2,HR,BETSTARS,1.36
2017,semi-final-2,HR,BETWAY,1.4
2017,semi-final-2,HR,BOYLESPORTS,1.36
2017,semi-final-2,HR,BWIN,1.35
2017,semi-final-2,HR,PADDYPOWER,1.33
2017,semi-final-2,HR,SKYBET,1.33
2017,semi-final-2,HR,SPORTINGBET,1.5
2017,semi-final-2,HR,UNIBET,1.4
2017,semi-final-2,HU,10BET,1.29
2017,semi-final-2,HU,BET365,1.12
2017,semi-final-2,HU,BETFAIR*EXCHANGE,1.15
2017,semi-final-2,HU,BETFAIRSPORT,1.11
2017,semi-final-2,HU,BETFRED,1.14
2017,semi-final-2,HU,BETSSON,1.12
2017,semi-final-2,HU,BETSTARS,1.12
2017,semi-final-2,HU,BETWAY,1.13
2017,semi-final-2,HU,BOYLESPORTS,1.13
2017,semi-final-2,HU,BWIN,1.13
2017,semi-final-2,HU,PADDYPOWER,1.11
2017,semi-final-2,HU,SKYBET,1.08
2017,semi-final-2,HU,SPORTINGBET,1.2
2017,semi-final-2,HU,UNIBET,1.1
2017,semi-final-2,IE,10BET,4.25
2017,semi-final-2,IE,BET365,7
2017,semi-final-2,IE,BETFAIR*EXCHANGE,6.4
2017,semi-final-2,IE,BETFAIRSPORT,7
2017,semi-final-2,IE,BETFRED,7
2017,semi-final-2,IE,BETSSON,6.5
2017,semi-final-2,IE,BETSTARS,6.5
2017,semi-final-2,IE,BETWAY,6
2017,semi-final-2,IE,BOYLESPORTS,5
2017,semi-final-2,IE,BWIN,6
2017,semi-final-2,IE,PADDYPOWER,7
2017,semi-final-2,IE,SKYBET,6
2017,semi-final-2,IE,SPORTINGBET,3.6
2017,semi-final-2,IE,UNIBET,5
2017,semi-final-2,IL,10BET,1.12
2017,semi-final-2,IL,BET365,1.1
2017,semi-final-2,IL,BETFAIR*EXCHANGE,1.13
2017,semi-final-2,IL,BETFAIRSPORT,1.07
2017,semi-final-2,IL,BETFRED,1.13
2017,semi-final-2,IL,BETSSON,1.07
2017,semi-final-2,IL,BETSTARS,1.07
2017,semi-final-2,IL,BETWAY,1.07
2017,semi-final-2,IL,BOYLESPORTS,1.08
2017,semi-final-2,IL,BWIN,1.07
2017,semi-final-2,IL,PADDYPOWER,1.07
2017,semi-final-2,IL,SKYBET,1.06
2017,semi-final-2,IL,SPORTINGBET,1.17
2017,semi-final-2,IL,UNIBET,1.1
2017,semi-final-2,LT,10BET,7.5
2017,semi-final-2,LT,BET365,8
2017,semi-final-2,LT,BETFAIR*EXCHANGE,10
2017,semi-final-2,LT,BETFAIRSPORT,9
2017,semi-final-2,LT,BETFRED,7
2017,semi-final-2,LT,BETSSON,7
2017,semi-final-2,LT,BETSTARS,9
2017,semi-final-2,LT,BETWAY,10
2017,semi-final-2,LT,BOYLESPORTS,8
2017,semi-final-2,LT,BWIN,6
2017,semi-final-2,LT,PADDYPOWER,9
2017,semi-final-2,LT,SKYBET,8
2017,semi-final-2,LT,SPORTINGBET,7.5
2017,semi-final-2,LT,UNIBET,10
2017,semi-final-2,MK,10BET,2.5
2017,semi-final-2,MK,BET365,3.25
2017,semi-final-2,MK,BETFAIR*EXCHANGE,3.05
2017,semi-final-2,MK,BETFAIRSPORT,3
2017,semi-final-2,MK,BETFRED,3.25
2017,semi-final-2,MK,BETSSON,3
2017,semi-final-2,MK,BETSTARS,3.4
2017,semi-final-2,MK,BETWAY,3.6
2017,semi-final-2,MK,BOYLESPORTS,3.5
2017,semi-final-2,MK,BWIN,3
2017,semi-final-2,MK,PADDYPOWER,3
2017,semi-final-2,MK,SKYBET,3.5
2017,semi-final-2,MK,SPORTINGBET,2.4
2017,semi-final-2,MK,UNIBET,3.2
2017,semi-final-2,MT,10BET,4.75
2017,semi-final-2,MT,BET365,4.5
2017,semi-final-2,MT,BETFAIR*EXCHANGE,4.8
2017,semi-final-2,MT,BETFAIRSPORT,5
2017,semi-final-2,MT,BETFRED,5
2017,semi-final-2,MT,BETSSON,3.8
2017,semi-final-2,MT,BETSTARS,4.8
2017,semi-final-2,MT,BETWAY,4.5
2017,semi-final-2,MT,BOYLESPORTS,5
2017,semi-final-2,MT,BWIN,4.75
2017,semi-final-2,MT,PADDYPOWER,5
2017,semi-final-2,MT,SKYBET,4
2017,semi-final-2,MT,SPORTINGBET,4.75
2017,semi-final-2,MT,UNIBET,4
2017,semi-final-2,NL,10BET,1.1
2017,semi-final-2,NL,BET365,1.02
2017,semi-final-2,NL,BETFAIR*EXCHANGE,1.02
2017,semi-final-2,NL,BETFAIRSPORT,1.03
2017,semi-final-2,NL,BETFRED,1.05
2017,semi-final-2,NL,BETSSON,1.03
2017,semi-final-2,NL,BETSTARS,1.02
2017,semi-final-2,NL,BETWAY,1.02
2017,semi-final-2,NL,BOYLESPORTS,1.05
2017,semi-final-2,NL,BWIN,1.03
2017,semi-final-2,NL,PADDYPOWER,1.03
2017,semi-final-2,NL,SKYBET,1.02
2017,semi-final-2,NL,SPORTINGBET,1.05
2017,semi-final-2,NL,UNIBET,1.03
2017,semi-final-2,NO,10BET,1.62
2017,semi-final-2,NO,BET365,2.5
2017,semi-final-2,NO,BETFAIR*EXCHANGE,2.62
2017,semi-final-2,NO,BETFAIRSPORT,2.5
2017,semi-final-2,NO,BETFRED,2.25
2017,semi-final-2,NO,BETSSON,2.25
2017,semi-final-2,NO,BETSTARS,2.3
2017,semi-final-2,NO,BETWAY,2.25
2017,semi-final-2,NO,BOYLESPORTS,2.2
2017,semi-final-2,NO,BWIN,2.2
2017,semi-final-2,NO,PADDYPOWER,2.5
2017,semi-final-2,NO,SKYBET,2.38
2017,semi-final-2,NO,SPORTINGBET,2.1
2017,semi-final-2,NO,UNIBET,2.2
2017,semi-final-2,RO,10BET,1.05
2017,semi-final-2,RO,BET365,1.01
2017,semi-final-2,RO,BETFAIR*EXCHANGE,1.04
2017,semi-final-2,RO,BETFAIRSPORT,1.02
2017,semi-final-2,RO,BETFRED,1.02
2017,semi-final-2,RO,BETSSON,1.02
